id,name,tamil,category,type,price_rs,mrp_rs,wholesale_rs,unit,pack,in_stock
69,CHILLY SAUCE 1RS,சில்லி சாஸ் 1₹,General Store,pickle,70.0,100.0,70.0,1 unit,,Yes
238,CHINNA KAARASEV 1KG,சின்ன காராசெவ் 1கி,General Store,chips,115.0,150.0,110.0,1 kg,,Yes
1072,CHINNA KARASAEV KG,சின்ன காராசெவ் கி,General Store,generic,115.0,150.0,110.0,1 unit,,Yes
1179,CHITANAM PAAKU 250G,சிட்டானம் பாக்கு 250கிராம்,General Store,generic,170.0,200.0,170.0,250 g,,Yes
1180,CHITANAM PAAKU 500G,சிட்டானம் பாக்கு 500கிராம்,General Store,generic,360.0,400.0,350.0,500 g,,Yes
2256,CHOC,,General Store,generic,0.0,,,1 unit,,Yes
2123,CHOKI STIX 5RS,,General Store,generic,180.0,200.0,175.0,1 unit,,Yes
527,CHOKKIE 2RS,சொக்கி 2₹,General Store,generic,95.0,100.0,90.0,1 unit,,Yes
2246,CHOKKIE 5RS,,General Store,generic,180.0,200.0,170.0,1 unit,,Yes
2195,CHUPA CHUPS 5RS [48],,General Store,generic,220.0,300.0,210.0,1 unit,48,Yes
877,CL0SE UP 10RS CAS[24],குளொசப் 10₹ கெஸ்(24),General Store,generic,2400.0,2880.0,2390.0,1 unit,24,Yes
835,CLEAR 2RS CASE[60],கிளியர் 2₹ பெட்ழ(60),General Store,generic,1450.0,1920.0,1440.0,Case,60,Yes
836,CLEAR 2RS SARAM,கிளியர் 2₹ சரம்,General Store,generic,27.0,32.0,26.0,Strip,,Yes
837,CLEAR 3RS CASE,கிளியர் 3₹ பெட்ழ,General Store,generic,0.0,,,Case,,Yes
838,CLEAR 3RS SARAM,கிளயர் 3₹ சரம்,General Store,generic,32.0,36.0,30.0,Strip,,Yes
46,CLIP BRIGHT,கிளிப் பிரைட்,General Store,generic,150.0,240.0,150.0,1 unit,,Yes
2205,COCO LADDU 5RS,,General Store,generic,220.0,300.0,210.0,1 unit,,Yes
453,COL STRONG 10RS,கொல்.ஸ்ட்ராஹ் 10₹,General Store,generic,9.5,10.0,9.0,1 unit,,Yes
451,COL STRONG 10RS KATTU,கொல். ஸ்ட்ராஹ் 10₹ கட்டு,General Store,generic,120.0,,105.0,Bundle,,No
455,COL STRONG 20RS,கொல்.ஸ்ட்ராஹ் 20₹,General Store,generic,20.0,,18.0,1 unit,,Yes
454,COL STRONG 20RS KATTU,கொல்.ஸ்ட்ராஹ் 20₹ கட்டு,General Store,generic,220.0,240.0,215.0,Bundle,,Yes
459,COL STRONG 58RS KATTU,கொல்.ஸ்ட்ராஹ் 58₹ கட்டு,General Store,generic,650.0,696.0,640.0,Bundle,,Yes
458,COL STRONG 76RS,கொல்.ஸ்ட்ராஹ் 76₹,General Store,generic,72.0,76.0,68.0,1 unit,,Yes
990,COLOUR CHALK BAG[20],கலர் சாக் பை(20),General Store,generic,430.0,1000.0,420.0,Bag,20,Yes
989,COLOUR CHALK BOX,கலர் சாக் பெட்ழ,General Store,generic,30.0,60.0,25.0,Box,,Yes
1543,COMPLAN 5RS,,General Store,health,55.0,60.0,54.5,1 unit,,Yes
29,CONE MEHANDHI,கொன் மெயுந்தி,General Store,generic,95.0,150.0,90.0,1 unit,,Yes
1595,CONTAINER 450ML,,General Store,generic,200.0,300.0,190.0,450 ml,,No
1385,CUCKOO 74RS,குக்கு 74₹,General Store,generic,48.0,74.0,50.0,1 unit,,Yes
1489,CUP SAMABARANI KATTU,கப் சாம்பிராணி கட்டு,General Store,generic,100.0,240.0,95.0,Bundle,,Yes
1270,CYCLE 10RS KATTU[12],சைக்கிள் 10₹ கட்டு(12),General Store,generic,100.0,120.0,98.0,Bundle,12,Yes
1271,CYCLE 50RS KATTU[12],சைக்கிள் 50₹ கட்டு(12),General Store,generic,530.0,600.0,520.0,Bundle,12,Yes
1272,CYCLE 55RS PC,சைக்கிள் 55₹,General Store,generic,45.0,50.0,43.0,Piece,,Yes
1269,CYCLE 5RS KATTU[12],சைக்கிள் 5₹ கட்டு(12),General Store,generic,52.0,60.0,50.0,Bundle,12,Yes
1085,DARK 10RS CASE[20],டார்க் 10₹ பெட்ழ(20),General Store,generic,1720.0,2000.0,1710.0,Case,20,Yes
1086,DARK 10RS KATTU,டார்க் 10₹ கட்டு,General Store,generic,90.0,100.0,89.0,Bundle,,Yes
905,DARK 35RS,டார்க் 35₹,General Store,generic,31.0,35.0,30.0,1 unit,,Yes
1087,DARK 40RS CASE[90],டார்க் 40₹ பெடழ(90),General Store,generic,2800.0,3600.0,2780.0,Case,90,Yes
1088,DARK 40RS PC,டார்க் 40₹,General Store,generic,35.0,40.0,34.0,Piece,,Yes
2149,DEL MONTO SAUCE 10RS,,General Store,pickle,90.0,100.0,85.0,1 unit,,Yes
148,DOMS SKETCH SMALL,டொம்ஸ் ஸ்கெட்ச் சிறியது,General Store,pen,15.0,,12.0,1 unit,,Yes
839,DOVE 2RS CASE[60],டவ் 2₹ பெட்ழ(60),General Store,soap,1440.0,1920.0,1430.0,Case,60,Yes
840,DOVE 2RS SARAM,டவ் 2ரு சரம்,General Store,soap,27.0,32.0,26.0,Strip,,Yes
841,DOVE 4RS CASE[48],டவ் 4₹ பெட்ழ(48),General Store,soap,2300.0,3072.0,2300.0,Case,48,Yes
842,DOVE 4RS SARAM,டவ் 4₹ சரம்,General Store,soap,52.0,64.0,50.0,Strip,,Yes
189,DRYFRUITS 5RS,ழரை புருட்ஸ் 5₹,General Store,generic,42.0,60.0,40.0,1 unit,,Yes
1521,ELAKKA 10RS,ஏலக்காய் 10₹,General Store,generic,80.0,,75.0,1 unit,,Yes
204,ELAKKA 5RS,ஏலக்காய் 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,Yes
1359,ELAKKA KG,ஏலக்காய் 1கி,General Store,generic,1800.0,3000.0,1750.0,1 unit,,Yes
504,ELIT CAK CHOC 120RS,எலிட் கெக் சாக்; 120₹,General Store,generic,110.0,120.0,105.0,1 unit,,Yes
2120,ELITE BROWNIE 20RS,,General Store,generic,18.0,20.0,18.0,1 unit,,Yes
2228,ELITE COOKIES 30RS,,General Store,generic,30.0,,27.0,1 unit,,Yes
1120,ELLADAI PRIYAM 5RS PKT,எள்ளடை பிரியம் 5₹ பாக்.,General Store,generic,41.0,50.0,40.0,Packet,,Yes
222,ELLU 5RS,எளளு 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,Yes
1497,ELLU KARUPU,எள்ளு கருப்பு,General Store,generic,260.0,300.0,259.0,1 unit,,Yes
1470,ELLU VELLA,வெ.எள்ளு,General Store,generic,262.0,300.0,130.0,1 unit,,Yes
1478,ERUMBU MARUNDHU,எறும்பு மருந்து,General Store,generic,36.0,100.0,35.0,1 unit,,Yes
1465,EVEREST CHAT 100G,எவடிரஸ்ட் சாட் 100கிராம்,General Store,generic,70.0,73.0,65.0,100 g,,Yes
1466,EVEREST DRY MANGO 100G,எவடிரஸ்ட் ழரை மெஹ்கொ 100கிராம்,General Store,generic,90.0,,85.0,100 g,,Yes
2031,EXE STEEL 10RS,,General Store,generic,60.0,200.0,55.0,1 unit,,Yes
1447,EYE DROPS,ஐ ழராப்ஸ்,General Store,generic,35.0,90.0,32.0,1 unit,,Yes
2099,FANTA 35RS,,General Store,soda,32.0,40.0,31.0,1 unit,,Yes
264,FANTA 99RS,பென்டா 99₹,General Store,soda,90.0,99.0,89.0,1 unit,,Yes
263,FANTA 99RS[9],பென்டா 99₹(9),General Store,soda,816.0,891.0,800.0,1 unit,9,Yes
849,FAR&LOV 122RS,பெர்-லவ்லி 122₹,General Store,generic,115.0,122.0,114.0,1 unit,,Yes
848,FAR&LOV 122RS [12 PCS],பெர்-லவ்லி 122₹ (12),General Store,generic,1360.0,1464.0,1350.0,12 pc,,Yes
850,FAR&LOV 22RS,பெர்-லவ்லி 22₹,General Store,generic,21.0,22.0,21.0,1 unit,,Yes
846,FAR&LOV 62RS  [16],பெர்-லவ்லி 62₹ (16),General Store,generic,900.0,,896.0,1 unit,16,Yes
847,FAR&LOV 70RS,பெர்-லவ்லி 70₹,General Store,generic,68.0,70.0,66.0,1 unit,,Yes
2170,FEVICOL 10RS,பெவிகால் 10₹,General Store,generic,9.0,10.0,8.5,1 unit,,Yes
1483,FEVICOL 5RS SAR,பெவிகால் 5₹ சரம்,General Store,generic,41.0,50.0,40.0,Strip,,Yes
1144,FEVIKQICK 5RS SAR,பெவிகுயிக் 5₹ சரம்,General Store,generic,118.0,130.0,115.0,Strip,,Yes
1484,FEVIQUICK 5RS KATTU,பெவிகுயிக் 5₹ கடடு,General Store,generic,335.0,500.0,330.0,Bundle,,Yes
101,FILTER,பில்டர்,General Store,coffee,105.0,,105.0,1 unit,,Yes
102,FILTER BUNDLE,பில்டர் பண்டல்,General Store,coffee,5000.0,,4900.0,Bundle,,Yes
407,FISH FRY 10RS,மீண் பிரை 10₹,General Store,generic,75.0,100.0,76.0,1 unit,,Yes
357,FISH FRY 5RS,மீண் பிலை 5₹,General Store,generic,40.0,50.0,38.0,1 unit,,Yes
2270,FISH KULAMBU 10RS,,General Store,generic,80.0,100.0,76.0,1 unit,,Yes
339,FIZZ 10RS,பிஸ் 10₹,General Store,generic,9.0,10.0,8.8,1 unit,,Yes
340,FIZZ 10RS CASE,பிஸ் 10₹ கெஸ்,General Store,generic,360.0,480.0,350.0,Case,,Yes
111,FLAKE,பிளெக்,General Store,generic,62.0,,62.0,1 unit,,Yes
112,FLAKE BUNDLE,பிளெக் பண்டல்,General Store,cake,4050.0,,4000.0,Bundle,,Yes
601,FOUR LINE 144 PGS,நான்கு லைன் 144 பக்கம்,General Store,generic,15.0,20.0,14.0,1 unit,,Yes
1589,FRESH 3RS BLACK [K],பிரஷ் 3₹ (க) கட்டு,General Store,generic,95.0,300.0,92.0,1 unit,,Yes
1159,FRESH 3RS BLUE KATTU,பிரஷ் 3₹ புளு கட்டு,General Store,generic,95.0,120.0,92.0,Bundle,,Yes
136,GANESH 1PCS,கணெஷ்,General Store,generic,22.0,30.0,21.0,1 pc,,Yes
126,GANESH NO.1,கணெஷ் எண்.1,General Store,generic,425.0,500.0,445.0,1 unit,,Yes
128,GANESH NO.1 [1/2],கணெஷ் எண்.1(1ஃ2),General Store,generic,220.0,250.0,225.0,1 unit,,Yes
127,GANESH NO.2,கணெஷ் எண்.2,General Store,generic,260.0,400.0,200.0,1 unit,,Yes
129,GANESH NO.2 [1/2],கணெஷ் எண்.2(1ஃ2),General Store,generic,130.0,200.0,130.0,1 unit,,Yes
2276,GIFT BOX 10RS[12],,General Store,balloon,120.0,,90.0,Box,12,Yes
2277,GIFT BOX 5RS[24],,General Store,balloon,95.0,120.0,90.0,Box,24,Yes
49,GIFT COVER 100P,கிப்ட் கவர் 100எண்.,General Store,balloon,95.0,100.0,90.0,1 unit,,Yes
1024,GLUCOSE RS 38,குளுக்கொஸ் ₹38,General Store,generic,33.0,,32.0,1 unit,,Yes
908,GN MACHINE,,General Store,generic,86.0,95.0,85.0,1 unit,,Yes
122,GOLD STAG,கொல்ட் ஸ்டாக்,General Store,generic,16.0,50.0,15.0,1 unit,,Yes
123,GOLD STAG BUNDLE,கொல்டு ஸ்டாக் பண்டல்,General Store,cake,280.0,1000.0,270.0,Bundle,,Yes
913,GOLD WINER 1/2 BOX[20],கொல்டு வின்னர் 1ஃ2 பெட்ழ(20),General Store,generic,1340.0,1700.0,1290.0,Box,20,Yes
914,GOLD WINER 1/2 PC,கொல்டு வின்னர் 1ஃ2,General Store,generic,70.0,85.0,71.0,2 pc,,Yes
915,GOLD WINER 100ML KATTU,கொல்டு வின்னர் 100மிலி கட்டு,General Store,generic,152.0,250.0,170.0,100 ml,,Yes
912,GOLD WINER 1L PC,கொல்டு வின்னர் 1லி,General Store,generic,128.0,157.0,127.0,1 L,,Yes
911,GOLD WINER 1LBOX[10],கொல்டு வின்னர் 1லி பெட்ழ(10),General Store,generic,1320.0,1570.0,1310.0,1 unit,10,Yes
916,GOLD WINER 200ML KATTU,கொல்டு வின்னர் 200மிலி கட்டு,General Store,generic,185.0,225.0,180.0,200 ml,,Yes
1546,GONE MAD 5RS,,General Store,generic,210.0,240.0,208.0,1 unit,,Yes
1374,GOOD CASH 25RS,குட் கெஷ் 25₹,General Store,generic,23.0,25.0,22.5,1 unit,,No
402,GRAVY CUP,கிரெவி கப்,General Store,generic,65.0,100.0,60.0,Cup,,Yes
75,GREEN APPLE TIN IFF,கிரீன் ஆப்பிள் ழன் ஐஎப்;எப்,General Store,generic,65.0,67.0,60.0,1 unit,,Yes
2167,GUN SARAM 30RS,,General Store,generic,200.0,300.0,200.0,Strip,,Yes
2124,GUNDU MILLAKAI,,General Store,generic,200.0,1000.0,200.0,1 unit,,Yes
674,HALLS,,General Store,generic,95.0,118.0,95.0,1 unit,,Yes
675,HALLS CASE,,General Store,generic,2780.0,3776.0,2760.0,Case,,Yes
1228,HAPPIMA GREEN 12RS SAR,,General Store,generic,105.0,120.0,102.0,Strip,,Yes
2214,HAPPIMA RED 12RS,,General Store,generic,100.0,,100.0,1 unit,,Yes
1147,HEAD&SHOULD 2RS CASE[60],டியுட்-ஷொல்டர்ஸ் 2₹ பெட்ழ(60),General Store,generic,1680.0,1920.0,1650.0,Case,60,Yes
1231,HEAD&SHOULD 2RS SAR,டியுட்-ஷொல்டர்ஸ் 2₹ சரம்,General Store,generic,35.0,,32.0,Strip,,Yes
1346,HEAD&SHOULD 4RS CASE [40],டியுட்-ஷொல்டர் 4₹ பெட்ழ(40),General Store,generic,2540.0,3200.0,2535.0,Case,40,Yes
1303,HEAD&SHOULD 4RS SAR,டியுட்-ஷொல்டர் 4₹ சரம்,General Store,generic,66.0,80.0,65.0,Strip,,Yes
1297,HEALTH MIX THAMARAI KG,சத்துமாவு தாமரை 1கி,General Store,generic,90.0,120.0,85.0,1 unit,,Yes
1035,I.GATE DUBAR KG,ஈ.கெட் துபார் 1கி,General Store,generic,118.0,151.0,115.0,1 unit,,Yes
1034,I.GATE ROZZANA KG,ஈ.கெட் ரொசன்னா 1கி,General Store,generic,98.0,111.0,93.0,1 unit,,Yes
22,IDISAL,ஈழசால்,General Store,generic,38.0,40.0,35.0,1 unit,,Yes
1391,IDISAL TRACTOR 26KG BAG,ஈழசால் ழராக்டர் 26கி பை,General Store,generic,780.0,1000.0,770.0,26 kg,,Yes
15,IDISAL [26],ஈழசால பை(26),General Store,generic,850.0,1000.0,840.0,1 unit,26,Yes
1516,INDICA EASY 15RS SAR,"ஈன்ழகா ,சி 15₹ சரம்",General Store,generic,104.0,120.0,125.0,Strip,,Yes
1317,INDICA EASY 30RS SAR,"ஈன்ழகா ,சி 30₹ சரம்",General Store,generic,300.0,360.0,300.0,Strip,,Yes
1192,INDICA POW RS 168,ஈன்ழகா பவுடர் ₹168,General Store,generic,155.0,168.0,153.0,1 unit,,Yes
2070,JATHI PATRI,,General Store,generic,600.0,1000.0,600.0,1 unit,,Yes
2230,KAACHA AAM,,General Store,generic,55.0,100.0,52.0,1 unit,,Yes
237,KAARABOONDHI 1KG,காராபூந்தி 1கி,General Store,generic,115.0,150.0,140.0,1 kg,,Yes
2272,KAARASAEV KG,காராசெவ்,General Store,generic,160.0,300.0,155.0,1 unit,,Yes
228,KAARASEV RED 5RS,காராசெவ் சிவப்பு 5₹,General Store,chips,58.0,75.0,58.0,1 unit,,Yes
1266,KACHA MANGO 50P,கச்சா மெஹ்கொ 50பை,General Store,generic,46.0,50.0,45.0,1 unit,,Yes
2183,KADUGU,கடுகு,General Store,generic,100.0,200.0,95.0,1 unit,,Yes
2025,KADUGU 50G [20],,General Store,generic,115.0,200.0,110.0,50 g,20,Yes
1302,KADUGU KALAPU KG,கடுகு கலப்பு,General Store,generic,90.0,150.0,95.0,1 unit,,Yes
212,KADUGU ULLUNDHU 5RS,கடுகு உளுந்து 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,Yes
1413,KALIMARK 10RS GREEN CASE,காளிமார்க் 10₹ பச்சை பெட்ழ,General Store,generic,200.0,300.0,195.0,Case,,Yes
1459,KALPASI KG,கல்பாசி 1கி,General Store,generic,490.0,1000.0,480.0,1 unit,,Yes
1199,KAMARKATTU N.S RS 2[100],கமர்கட்டு என்.எஸ் ₹2(100),General Store,generic,160.0,200.0,155.0,1 unit,100,Yes
2037,KARKANDU,,General Store,generic,65.0,150.0,62.0,1 unit,,Yes
1222,KARTHIKA SHIKAI 2RS KATTU,கார்திகா சீயக்காய் 2₹ கட்டு,General Store,generic,346.0,400.0,345.0,Bundle,,Yes
1224,KARTHIKA SHIKKAI 2RS SAR,கார்திகா சீயக்காய் 2₹ சரம்,General Store,generic,35.0,40.0,34.5,Strip,,Yes
1527,KARUPU ELLU SAR,,General Store,generic,145.0,300.0,140.0,Strip,,Yes
1460,KASA KASA KG,கசகசா 1கி,General Store,generic,1450.0,2000.0,1350.0,1 unit,,Yes
220,KASAKASA 5RS,கசகசா 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,Yes
76,KASTHURI METHI 100G,கஸ்துஸரி மெத்தி 100கி,General Store,generic,30.0,50.0,30.0,100 g,,Yes
77,KASTHURI METHI 1KG,கஸ்துஸரி மெத்தி 1கி,General Store,generic,200.0,500.0,190.0,1 kg,,Yes
52,KATHRIKOL,கத்தரிக்கொல்,General Store,generic,210.0,240.0,200.0,1 unit,,Yes
2261,KAVIYA MURUKU 10RS(10),,General Store,generic,85.0,100.0,80.0,1 unit,10,No
2148,KAVIYA MURUKU 1RS,காவியா முறுக்கு 1₹ பாக்.,General Store,generic,20.0,,19.0,1 unit,,No
1119,KAVIYA MURUKU 5RS PKT,காவியா முறுக்கு 5₹ பாக்.,General Store,generic,42.0,50.0,41.0,Packet,,Yes
1234,KESARI BOX [6],கெசரி பெட்ழ(6),General Store,generic,104.0,300.0,103.0,Box,6,Yes
2040,KESARI KATTU [10],,General Store,generic,20.0,30.0,17.0,Bundle,10,Yes
1463,KINDER JOY RS 45 PC,,General Store,generic,42.0,45.0,41.0,45 pc,,Yes
107,KINGS,கிஹ்ஸ்,General Store,generic,180.0,,220.0,1 unit,,Yes
108,KINGS BUNDLE,கிஹ்ஸ் பண்டல்,General Store,cake,3100.0,3300.0,3110.0,Bundle,,Yes
898,KISSAN 25RS,கிசான் 25₹,General Store,generic,24.0,,23.5,1 unit,,Yes
899,KISSAN 2RS  CAS[11],கிசான் 2₹ கெஸ்(11),General Store,generic,1210.0,1320.0,1210.0,1 unit,11,Yes
900,KISSAN 2RS [60 PC],கிசான் 2₹ (60),General Store,generic,112.0,120.0,110.0,60 pc,,Yes
2085,KOLLU,,General Store,generic,100.0,200.0,100.0,1 unit,,Yes
191,KOLLU 5RS,கொள்ளு 5₹,General Store,generic,45.0,60.0,42.0,1 unit,,Yes
522,KOPIKO 115RS,கொபிகொ 1₹,General Store,generic,95.0,115.0,92.0,1 unit,,Yes
521,KOPIKO 50RS,கொபிகொ 50₹,General Store,generic,45.0,50.0,43.0,1 unit,,Yes
523,KOPIKO JAR 240RS,,General Store,generic,210.0,240.0,200.0,Jar,,Yes
524,KOPIKO JAR 650RS,,General Store,generic,600.0,650.0,590.0,Jar,,Yes
2055,KRAAMBU,,General Store,generic,1400.0,5000.0,1300.0,1 unit,,Yes
213,KRAAMBU 5RS,கிராம்பு 5₹,General Store,generic,42.0,60.0,42.0,1 unit,,Yes
1243,L.G KATTI PC,,General Store,generic,70.0,84.0,68.0,Piece,,Yes
1338,L.O.G KATTI RS 17 PC,,General Store,generic,8.5,17.0,8.25,17 pc,,Yes
1182,LAKSHMI COVER 0 KG,லட்சுமி கவர் 0கி,General Store,generic,188.0,300.0,185.0,0 kg,,Yes
1181,LAKSHMI COVER 00 KG,லட்சுமி கவர் 00கி,General Store,generic,190.0,300.0,165.0,00 kg,,Yes
1186,LAKSHMI COVER 10KG,லட்சுமி கவர் 10கி,General Store,generic,190.0,300.0,185.0,10 kg,,Yes
1183,LAKSHMI COVER 1KG,லட்சுமி கவர் 1கி,General Store,generic,190.0,300.0,185.0,1 kg,,No
1185,LAKSHMI COVER 3 KG,லட்சுமி கவர் 3கி,General Store,generic,188.0,300.0,185.0,3 kg,,Yes
1184,LAKSHMI COVER 5 KG,லட்சுமி கவர் 5கி,General Store,generic,190.0,300.0,185.0,5 kg,,Yes
316,LASER 10RS SARAM,லெசர் 10₹சரம்,General Store,generic,95.0,120.0,90.0,Strip,,Yes
1486,LASER BLADE,லெசர் பிளெடு,General Store,generic,6.0,10.0,6.0,1 unit,,Yes
317,LASER TIN,லெசர் ழன்,General Store,generic,560.0,600.0,550.0,1 unit,,Yes
2140,LAVIAN BROWNIE 10RS,,General Store,generic,205.0,240.0,200.0,1 unit,,Yes
368,LEMON 10RS,லெமன் 10₹,General Store,generic,70.0,100.0,76.0,1 unit,,Yes
350,LEMON 5RS,லெமன் 5₹,General Store,generic,40.0,50.0,38.0,1 unit,,Yes
1541,LEVIESTA 2RS[K],,General Store,generic,260.0,300.0,21.0,1 unit,,Yes
862,LIFEBOUY 10RS,லைவ்பாய் 10₹,General Store,generic,9.15,10.0,9.1,1 unit,,Yes
861,LIFEBOUY 10RS[216],லைவ்பாய் 10₹(216),General Store,generic,1940.0,2160.0,1930.0,1 unit,216,Yes
863,LIFEBOUY 36RS[126],லைவ்பாய் 36₹(126),General Store,generic,4000.0,4536.0,3980.0,1 unit,126,Yes
864,LIFEBOUY 40RS,லைவ்பாய் 40₹,General Store,generic,38.0,40.0,37.0,1 unit,,Yes
110,LIGHTS BUNDLE,லைட்ஸ் பண்டல்,General Store,cake,3100.0,3300.0,3090.0,Bundle,,Yes
109,LIGTHS,லைட்ஸ்,General Store,generic,200.0,,180.0,1 unit,,Yes
2100,LIMCA 40RS,,General Store,generic,38.0,40.0,37.0,1 unit,,Yes
2144,LION HONEY 10RS,,General Store,pickle,9.0,10.0,8.75,1 unit,,Yes
1591,LION HONEY 15RS,,General Store,pickle,13.0,15.0,12.75,1 unit,,Yes
2190,LION HONEY 38RS,,General Store,pickle,36.0,38.0,34.0,1 unit,,Yes
892,LIRIL 39RS,லிரில் 39₹,General Store,generic,37.0,39.0,36.0,1 unit,,Yes
2102,LITTLE HEARTS 10RS,,General Store,generic,127.0,140.0,135.0,1 unit,,No
2101,LITTLE HEARTS 5RS,,General Store,generic,65.0,70.0,68.0,1 unit,,Yes
1177,M SEAL 10RS PC,எம்.சீல் 10₹,General Store,generic,9.0,10.0,8.75,Piece,,Yes
1176,M SEAL 10RS SAR[20],எம்.சீல் 10₹ சரம்,General Store,generic,180.0,200.0,175.0,Strip,20,Yes
1172,MAA APPLE 5RS CASE[100],மா ஆப்பிள் 5₹ பெட்ழ(100),General Store,generic,410.0,500.0,400.0,Case,100,Yes
1173,MAA APPLE 5RS PC,மா ஆப்பிள் 5₹,General Store,generic,4.2,5.0,4.1,Piece,,Yes
1166,MAA MANGO 5RS CASE [100],மா மெஹ்கொ 5₹ பெட்ழ(100),General Store,generic,410.0,500.0,400.0,Case,100,Yes
1171,MAA MANGO 5RS PC,மா மெஹ்கொ 5₹,General Store,generic,4.2,5.0,4.1,Piece,,Yes
2033,MACRONI,,General Store,generic,49.0,200.0,48.0,1 unit,,Yes
697,MAGGIE 15RS,மெகி 15₹,General Store,noodles,14.0,,13.5,1 unit,,Yes
696,MAGGIE 15RS CASE[96],மெகி 15₹ பெட்ழ,General Store,noodles,1280.0,1440.0,1275.0,Case,96,Yes
694,MAGGIE 24RS CASE[48],மெகி 24₹ பெட்ழ(48),General Store,noodles,1080.0,1152.0,1060.0,Case,48,Yes
695,MAGGIE 30RS,மெகி 30₹,General Store,noodles,28.0,,28.0,1 unit,,Yes
699,MAGIEE 44RS CASE[24],மெகி 44₹ பெட்ழ(24),General Store,generic,1200.0,1344.0,1190.0,Case,24,Yes
698,MAGIEE 60RS,மெகி 60₹,General Store,generic,57.0,60.0,53.0,1 unit,,Yes
2247,MALKIST 10RS [20],,General Store,generic,100.0,,90.0,1 unit,20,Yes
1503,MALKIST 50RS,மால்கிஸ்ட் 50₹,General Store,generic,45.0,50.0,42.0,1 unit,,Yes
2077,MAMYPOKO [S],,General Store,generic,80.0,,80.0,1 unit,,Yes
219,MANATHAKKALAI 5RS,மணத்தக்காளி 5₹,General Store,generic,42.0,60.0,40.0,1 unit,,Yes
1092,MANGAL SAN 10RS CASE[20],மஹ்கள் சந்தனம் 10₹ பெட்ழ(20),General Store,generic,1620.0,2400.0,1590.0,Case,20,Yes
1093,MANGAL SAN 10RS KATTU,மஹ்கள் சந்தனம் 10₹ கட்டு,General Store,generic,90.0,120.0,85.0,Bundle,,Yes
1094,MANGALDEEP 35RS KATTU[6],மஹ்கள்தீப் 35₹ கட்டு(6),General Store,generic,165.0,210.0,162.0,Bundle,6,Yes
1095,MANGALDEEP 35RS PC,மஹ்கள்தீப் 35₹,General Store,generic,30.0,35.0,29.0,Piece,,Yes
1097,MANGALDEEP 50R PC,மஹ்கள்தீப் 50₹,General Store,generic,43.0,50.0,41.0,Piece,,Yes
1096,MANGALDEEP 50RS KATTU [6],மஹ்கள்தீப் 50₹ கட்டு(6),General Store,generic,260.0,300.0,250.0,Bundle,6,Yes
1361,MARATI MOKU KG,மராட்ழ மொக்கு 1கி,General Store,generic,350.0,1000.0,340.0,1 unit,,Yes
723,MARGO 180RS,மார்கொ 180₹,General Store,generic,170.0,,160.0,1 unit,,Yes
1300,MASK ONE USE [100],மாஸக் ஓன்யூஸ் (100),General Store,generic,100.0,500.0,90.0,1 unit,100,Yes
71,MAYONISE,மயொனிஸ்,General Store,generic,135.0,150.0,130.0,1 unit,,Yes
1001,MAZE COFEEE,மெஸ் காபி,General Store,generic,105.0,125.0,100.0,1 unit,,Yes
1100,MEDIUM CARRY KATTU[10],மீழயம் கெரி கட்டு(10),General Store,generic,160.0,300.0,160.0,Bundle,10,Yes
1101,MEDIUM CARRY PC,மீழயம் கெரி,General Store,generic,20.0,30.0,16.0,Piece,,Yes
1353,MEEN MAKER BIG KG,மீல் மெக்கர் பெரியது,General Store,generic,95.0,150.0,90.0,1 unit,,Yes
1577,MEEN MAKER SMALL,மீல் மெக்கர் சிறியது,General Store,generic,100.0,320.0,90.0,1 unit,,Yes
296,MENTOS JAR,,General Store,generic,180.0,200.0,178.0,Jar,,Yes
325,MENTOS POUCH,மெனடாஸ் பவுச்,General Store,generic,92.0,100.0,92.0,Pouch,,Yes
302,MERRON KATTU,மெர்ரொன் கட்டு,General Store,generic,230.0,300.0,225.0,Bundle,,Yes
304,MERRON SARAM,மெர்ரொன் சரம்,General Store,generic,100.0,160.0,120.0,Strip,,Yes
1308,MILLAGU KG [NO. 1],மிளகு 1கி(நெ.1),General Store,generic,610.0,1000.0,595.0,1 unit,,Yes
106,MINI BUNDLE,மினி பண்டல்,General Store,cake,3000.0,,2950.0,Bundle,,Yes
105,MINI FILTER,மினி பில்டர்,General Store,coffee,62.0,,65.0,1 unit,,Yes
135,MINIKUTTY 1PCS,மினிகுட்ழ 1எண்.,General Store,generic,10.0,,9.0,1 pc,,Yes
2279,MIRANDA 2LTR,,General Store,generic,90.0,100.0,85.0,2 L,,Yes
2107,MIX PAD CIGERATE,,General Store,generic,155.0,200.0,150.0,1 unit,,Yes
190,MIXING 5RS,மிக்சிஹ் 5₹,General Store,generic,45.0,60.0,42.0,1 unit,,Yes
2021,MOCHAI,,General Store,generic,140.0,200.0,135.0,1 unit,,Yes
1571,MOMS MAGIC 10RS,,General Store,generic,108.0,120.0,106.0,1 unit,,Yes
2162,MOND CIGERATTEE,,General Store,generic,140.0,180.0,130.0,1 unit,,Yes
714,MOONDHAAL 5RS,,General Store,generic,52.0,60.0,52.0,1 unit,,Yes
